 Ni Density=8.902
 Energy(eV), Delta, Beta
  30.  0.289391518  0.255935937
  30.1696186  0.287041456  0.252236247
  30.3402004  0.284655124  0.248630539
  30.5117435  0.282233357  0.245117158
  30.6842594  0.279830068  0.241653353
  30.8577499  0.277415901  0.238248974
  31.032217  0.275005102  0.23489818
  31.207674  0.272613436  0.231594473
  31.3841228  0.270182788  0.228337541
  31.5615711  0.267758489  0.225126475
  31.7400208  0.265354544  0.221960559
  31.9194775  0.262900323  0.21883902
  32.0999527  0.260464728  0.215761274
  32.2814484  0.258042306  0.212726831
  32.4639664  0.255576581  0.20973511
  32.6475182  0.253133744  0.206785396
  32.8321075  0.250693619  0.203877211
  33.0177422  0.248222366  0.201010019
  33.2044258  0.245774984  0.198183134
  33.3921661  0.243317619  0.195395976
  33.5809631  0.240838811  0.192647979
  33.7708321  0.238384888  0.18993856
  33.9617729  0.235900462  0.187267333
  34.1537933  0.233401448  0.184633777
  34.3468971  0.230928808  0.182037219
  34.5410995  0.22842291  0.179510504
  34.736393  0.22592254  0.177031159
  34.9327927  0.223449513  0.174586028
  35.1303024  0.220961228  0.172224477
  35.3289299  0.218495145  0.169901356
  35.5286827  0.2160552  0.167609528
  35.7295647  0.213608652  0.165348351
  35.9315758  0.211189911  0.163117737
  36.1347351  0.208787128  0.160917208
  36.3390427  0.206364572  0.158746421
  36.5445023  0.203970149  0.156604975
  36.7511292  0.201578259  0.154492334
  36.9589195  0.199167505  0.152408242
  37.1678848  0.19678548  0.150352255
  37.3780365  0.194384143  0.148323923
  37.5893707  0.191964939  0.146322981
  37.8019028  0.189575508  0.144348979
  38.0156364  0.187113091  0.14240177
  38.2305756  0.184628755  0.140480936
  38.4467316  0.18217659  0.138585985
  38.6641121  0.17969732  0.136955127
  38.8827171  0.177237049  0.135399282
  39.102562  0.174809292  0.13386108
  39.3236465  0.172475457  0.132355407
  39.5459862  0.170174271  0.130867213
  39.769577  0.167905882  0.129395783
  39.9944382  0.165687859  0.127940863
  40.2205696  0.163498476  0.12650229
  40.4479713  0.161328673  0.12507996
  40.6766701  0.15916355  0.123673543
  40.9066544  0.157026738  0.122282997
  41.1379395  0.15488784  0.120908082
  41.3705368  0.152737111  0.119548582
  41.6044502  0.150615141  0.118204378
  41.8396797  0.148453787  0.116875239
  42.0762405  0.146273404  0.115560986
  42.3141441  0.144123182  0.114261486
  42.5533867  0.141956478  0.113123618
  42.7939835  0.139803603  0.112049773
  43.0359421  0.137681141  0.110986143
  43.2792702  0.135644123  0.11002183
  43.5239716  0.13364239  0.109077014
  43.7700577  0.131670177  0.108140312
  44.0175323  0.129763365  0.107211679
  44.266407  0.127882779  0.106291004
  44.5166893  0.12602815  0.105378285
  44.7683907  0.124199547  0.104473494
  45.0215111  0.122396104  0.103576481
  45.276062  0.120611608  0.102687143
  45.5320587  0.11884091  0.101805314
  45.7894974  0.1170948  0.100931071
  46.0483894  0.115359701  0.100064375
  46.3087502  0.11363595  0.099205099
  46.5705795  0.111936375  0.0983532295
  46.833889  0.110191867  0.0975086838
  47.0986938  0.10843727  0.0966714025
  47.3649902  0.106708206  0.0958413258
  47.6327934  0.104937114  0.0950689837
  47.9021072  0.103177182  0.0943143442
