 Ru Density=12.41
 Energy(eV), Delta, Beta
  265.905548  0.00554274069  0.00219927612
  267.408997  0.00531435898  0.00218022591
  268.920929  0.0050904029  0.00216134102
  270.441437  0.00486710668  0.00214593671
  271.97049  0.00462889159  0.00214813463
  273.50824  0.00439537503  0.00215033884
  275.054657  0.00413275603  0.00215371652
  276.609833  0.00380235096  0.00215967465
  278.173767  0.00347886048  0.00216564722
  279.746582  0.0031299144  0.00217163679
  281.328278  0.00272247032  0.00227760477
  282.918915  0.00234330073  0.00248180982
  284.518555  0.0020261046  0.00282946299
  286.127228  0.00183548452  0.0031557614
  287.744995  0.00172225432  0.00346434792
  289.371887  0.00165415322  0.00370569946
  291.008026  0.00160121836  0.00392030366
  292.653381  0.00155245233  0.00408954779
  294.308044  0.00150049466  0.0042333696
  295.972076  0.00144293427  0.00436382974
  297.645508  0.001375583  0.00447861291
  299.3284  0.00130830891  0.00458012894
  301.020813  0.00123350788  0.00466484576
  302.722809  0.0011380018  0.00472124759
  304.434387  0.000989806373  0.00474546244
  306.15567  0.00073871389  0.00477756327
  307.886688  0.000435539638  0.00500095077
  309.627472  0.000241234957  0.00531876087
  311.378113  0.000125487961  0.00559311127
  313.138641  3.28731185E-05  0.0058216271
  314.909149 -0.000107269319  0.00605396042
  316.689667 -0.000286979921  0.00633303868
  318.480225 -0.000467832026  0.00672520883
  320.280945 -0.00053411565  0.00726628816
  322.091797 -0.000453234825  0.00782323163
  323.912903 -0.000214236556  0.0083759781
  325.744324  0.000209281818  0.00886789896
  327.58609  0.000804915559  0.00915046968
  329.438263  0.00136662147  0.00907143578
  331.300903  0.00161355373  0.00888969004
  333.174103  0.00185238523  0.00883583073
  335.057861  0.00188235426  0.00870764907
  336.952271  0.00196093554  0.0087182913
  338.857452  0.00221876916  0.00896405522
  340.773346  0.00254397327  0.00872879103
  342.700073  0.00256516389  0.00861066021
  344.637695  0.00260988413  0.00854961667
  346.586304  0.0026754532  0.00853559934
  348.545929  0.00270402688  0.00848418847
  350.516602  0.00275311316  0.00844782032
  352.498413  0.00280075893  0.00841160957
  354.491486  0.00284175668  0.00845816545
  356.495758  0.00287968758  0.00853401236
  358.511414  0.0029164101  0.00861053634
  360.538422  0.00308013125  0.00861301832
  362.576935  0.00325447554  0.00860689487
  364.626923  0.00342310616  0.00859842077
  366.688568  0.00356122805  0.00854594633
  368.76181  0.00369582418  0.0084937932
  370.846802  0.00382217835  0.00842964929
  372.943573  0.00392690022  0.00831870828
  375.052216  0.00402879296  0.00820922945
  377.17276  0.00411155354  0.00810218416
  379.305298  0.0041630948  0.00799828768
  381.44989  0.00421295408  0.00789572299
  383.606628  0.00425286032  0.00779842725
  385.775543  0.00428354228  0.00770603493
  387.956757  0.00431300653  0.00761473645
  390.150269  0.00433652941  0.00752960332
  392.356171  0.00435666181  0.00744792214
  394.574554  0.00437579723  0.00736712525
  396.805481  0.0043939515  0.00729258172
  399.049042  0.00441114698  0.00721994322
  401.305267  0.00442740507  0.00714802928
  403.57428  0.00444317795  0.00707398169
  405.856079  0.00445805117  0.00700063352
  408.150787  0.00447175233  0.00692774076
  410.458496  0.00448273635  0.00685358746
  412.779236  0.00449291104  0.00678022951
  415.113098  0.00450084405  0.00670675235
  417.460144  0.00450442685  0.00663181813
  419.820465  0.00450736331  0.00655772118
  422.194153  0.00450670253  0.00648490107
  424.581238  0.00450174045  0.00641345885
  426.981842  0.00449632341  0.0063428022
  429.395996  0.00448868936  0.00627412787
  431.823792  0.00447946461  0.0062070149
  434.26535  0.0044698827  0.00614061859
  436.720703  0.00445619831  0.00607029116
  439.189941  0.00444100285  0.00599921588
  441.673126  0.0044255876  0.00592897367
  444.170349  0.00438958313  0.00585512212
  446.681702  0.00435162243  0.00578171154
  449.207245  0.00431184052  0.00570922112
  451.74707  0.00420186622  0.00563740265
  454.30127  0.00407490367  0.00556636229
  456.869873  0.00385775836  0.00557966856
  459.453064  0.00353989122  0.00582060078
  462.050812  0.00379608362  0.00715686614
  464.663269  0.00504729757  0.0060799825
  467.290466  0.00466473447  0.0055883443
  469.932556  0.00441531232  0.00556130894
  472.589539  0.0044226381  0.0057233721
  475.261566  0.00451589609  0.00562521676
  477.9487  0.00452855416  0.00552164111
  480.651062  0.00447150739  0.00542493444
  483.368683  0.00427241111  0.00552950427
  486.101654  0.00487301219  0.00552096311
  488.850067  0.00467950478  0.00519977137
  491.614044  0.00457982812  0.00515069487
  494.393646  0.00454148185  0.00515082758
  497.188965  0.004597208  0.0051612989
  500.000031  0.00466206297  0.00510564493
